id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
4576,Токтосунов Эрмек,22,male,51,79,89,low,0,85,63
4577,Сариев Назгуль,24,female,80,98,54,high,5,80,77
4578,Сариев Айгуль,18,male,81,52,52,medium,8,100,96
4579,Кубатбеков Бегимай,23,male,64,61,88,medium,1,60,59
4580,Бекмурзаев Асель,20,female,61,90,72,medium,8,72,87
4581,Бекмурзаев Назгуль,25,female,58,78,68,high,4,62,76
4582,Жумабаев Азиз,18,male,69,93,82,low,5,81,72
4583,Усенов Азиз,19,female,84,97,52,high,4,91,73
4584,Токтосунов Эрмек,20,female,55,53,54,low,5,70,86
4585,Кубатбеков Кундуз,23,female,64,100,81,low,6,73,84
4586,Кубатбеков Азиз,22,female,58,95,84,high,8,60,70
4587,Усенов Кундуз,22,female,95,64,57,medium,8,75,92
4588,Бекмурзаев Эрмек,23,male,87,90,61,high,6,70,67
4589,Шаршенов Марат,21,female,67,56,100,medium,4,66,64
4590,Сариев Эрмек,25,female,50,70,96,medium,3,66,89
4591,Асанов Айбек,19,female,50,81,53,low,7,60,71
4592,Кубатбеков Айжан,21,male,50,50,85,medium,7,67,57
4593,Шаршенов Жанат,25,male,60,91,73,medium,0,79,62
4594,Бекмурзаев Айгуль,23,male,95,90,70,medium,10,55,98
4595,Сариев Канат,24,male,71,78,89,low,7,99,86
4596,Токтосунов Эльмира,20,female,52,77,78,medium,7,80,66
4597,Сариев Канат,24,female,75,85,85,medium,0,95,97
4598,Асанов Марат,22,female,67,54,82,low,10,61,69
4599,Сариев Тимур,23,male,72,74,92,low,7,63,92
4600,Асанов Нурлан,24,male,76,68,64,high,7,68,99
4601,Усенов Жамиля,18,male,84,52,96,low,9,67,58
4602,Кудайбергенов Нурлан,22,male,97,54,67,low,10,98,86
4603,Жумабаев Эрмек,18,male,96,73,94,medium,6,78,83
4604,Сариев Жамиля,18,female,55,89,95,medium,2,88,97
4605,Шаршенов Айжан,19,male,80,62,98,medium,1,91,71
4606,Кудайбергенов Бакыт,22,male,96,58,95,high,0,79,53
4607,Токтосунов Рустам,22,female,68,73,92,medium,2,65,67
4608,Шаршенов Жанат,18,male,93,92,91,low,3,89,53
4609,Токтосунов Канат,19,female,98,52,68,medium,0,88,73
4610,Кудайбергенов Нурлан,19,female,61,86,55,low,7,57,63
4611,Сариев Бакыт,25,male,60,57,80,high,4,61,97
4612,Сариев Жанат,18,female,52,64,69,medium,0,78,58
4613,Асанов Айгуль,24,female,76,58,64,medium,1,52,55
4614,Бекмурзаев Бакыт,23,male,94,86,57,low,9,78,81
4615,Шаршенов Кундуз,23,female,51,86,53,high,1,68,67
4616,Шаршенов Бегимай,23,male,55,57,54,low,6,81,89
4617,Асанов Айжан,23,female,80,100,60,low,5,89,63
4618,Жумабаев Бакыт,18,female,90,68,99,low,9,96,92
4619,Токтосунов Канат,19,female,63,94,84,low,7,60,56
4620,Шаршенов Жамиля,20,male,56,63,93,medium,8,63,64
4621,Шаршенов Кундуз,23,female,70,91,66,high,4,62,58
4622,Кубатбеков Айбек,22,male,85,54,95,high,3,89,90
4623,Кубатбеков Асель,18,female,86,94,98,low,2,63,82
4624,Шаршенов Тимур,21,male,55,58,92,medium,4,51,71
4625,Кубатбеков Жамиля,21,female,60,97,79,low,6,55,95
4626,Жумабаев Айжан,20,male,84,69,65,low,0,72,83
4627,Жумабаев Айгуль,18,female,52,66,64,medium,4,50,52
4628,Шаршенов Канат,21,male,60,57,71,low,0,66,81
4629,Асанов Жанара,20,male,62,80,63,high,1,76,65
4630,Шаршенов Айжан,18,male,86,83,68,low,9,56,86
4631,Жумабаев Эльмира,19,female,83,85,58,low,0,81,77
4632,Кудайбергенов Жанара,22,female,61,79,94,low,6,96,100
4633,Шаршенов Бакыт,23,male,87,88,74,high,6,97,62
4634,Кубатбеков Тимур,19,male,73,57,89,high,4,65,63
4635,Токтосунов Канат,21,male,82,94,88,medium,3,68,62
4636,Шаршенов Жамиля,21,male,88,56,92,medium,3,92,89
4637,Усенов Канат,19,female,57,97,55,low,0,72,85
4638,Токтосунов Нурлан,19,female,98,73,87,high,5,75,71
4639,Асанов Тимур,20,female,61,79,80,medium,9,62,87
4640,Кубатбеков Бакыт,19,female,94,72,54,high,2,91,72
4641,Сариев Кундуз,19,female,50,59,95,high,4,79,61
4642,Исмаилов Рустам,24,female,77,72,83,medium,4,74,70
4643,Шаршенов Жанара,23,female,66,70,77,low,9,68,79
4644,Бекмурзаев Жанат,21,female,86,80,80,low,6,70,67
4645,Токтосунов Асель,18,male,84,52,57,medium,2,51,81
4646,Токтосунов Айбек,18,male,73,58,62,high,6,87,51
4647,Шаршенов Кундуз,19,female,84,100,68,low,10,94,76
4648,Бекмурзаев Назгуль,22,female,93,60,85,low,5,75,100
4649,Жумабаев Нурлан,18,female,69,56,83,medium,1,64,99
4650,Усенов Айгуль,18,male,62,86,64,medium,0,84,82
4651,Асанов Марат,25,female,90,95,74,low,8,88,90
4652,Жумабаев Кундуз,23,female,62,73,81,medium,6,87,85
4653,Бекмурзаев Канат,20,male,88,78,95,low,10,83,62
4654,Жумабаев Бегимай,24,male,99,81,68,high,7,57,100
4655,Бекмурзаев Бегимай,21,female,67,79,70,low,10,53,65
4656,Жумабаев Назгуль,21,male,92,87,70,medium,8,81,55
4657,Бекмурзаев Азиз,20,male,81,97,66,medium,4,82,62
4658,Кубатбеков Гулнара,24,male,97,51,87,high,1,82,86
4659,Усенов Айжан,23,male,74,73,63,low,6,74,73
4660,Бекмурзаев Кундуз,24,male,90,95,83,high,8,93,99
4661,Кудайбергенов Канат,25,female,66,85,63,medium,0,77,84
4662,Кудайбергенов Нурлан,21,male,67,70,89,high,2,88,66
4663,Усенов Бакыт,20,male,51,51,84,medium,3,80,60
4664,Кудайбергенов Азиз,23,female,98,56,84,low,3,91,90
4665,Токтосунов Гулнара,20,male,57,82,77,medium,4,68,98
4666,Кудайбергенов Рустам,23,female,75,88,75,medium,3,58,55
4667,Сариев Гулнара,20,male,71,59,78,high,3,99,50
4668,Шаршенов Жанара,22,female,51,92,74,low,8,55,50
4669,Асанов Азиз,25,male,66,73,59,high,1,57,78
4670,Исмаилов Жамиля,24,female,83,55,52,high,7,57,85
4671,Шаршенов Назгуль,23,male,92,82,92,low,6,78,87
4672,Шаршенов Асель,21,male,52,73,88,medium,7,55,79
4673,Жумабаев Нурлан,18,female,77,90,80,medium,7,66,90
4674,Кубатбеков Айбек,18,female,93,58,57,high,10,74,65
4675,Асанов Айгуль,22,female,81,51,80,low,3,81,82
4676,Шаршенов Назгуль,20,male,82,61,50,low,6,55,83
4677,Сариев Жанат,25,male,59,53,68,medium,5,91,67
4678,Токтосунов Азиз,21,female,69,77,80,low,2,64,92
4679,Бекмурзаев Марат,19,female,60,65,87,low,10,93,100
4680,Сариев Эрмек,20,female,96,64,88,low,9,76,83
4681,Жумабаев Айжан,18,male,97,93,87,low,1,88,84
4682,Шаршенов Бегимай,25,male,99,73,83,high,6,53,72
4683,Сариев Тимур,19,female,64,52,77,high,10,96,88
4684,Кубатбеков Жанат,22,female,75,69,100,low,3,90,52
4685,Кубатбеков Тимур,24,male,65,70,91,low,4,85,96
4686,Сариев Назгуль,25,female,82,70,93,medium,1,90,62
4687,Жумабаев Бакыт,25,female,67,88,78,high,5,85,62
4688,Исмаилов Назгуль,22,male,78,79,62,high,1,50,78
4689,Токтосунов Канат,18,female,58,58,89,high,8,83,65
4690,Усенов Эрмек,25,female,64,60,82,medium,5,84,81
4691,Кудайбергенов Бакыт,19,male,78,84,96,high,9,78,87
4692,Усенов Айбек,24,female,50,71,60,medium,8,82,78
4693,Жумабаев Эрмек,20,male,63,83,66,high,7,97,96
4694,Жумабаев Бакыт,18,female,82,98,85,low,0,90,100
4695,Сариев Айбек,20,male,54,59,93,high,7,64,81
4696,Сариев Эльмира,23,female,59,82,88,medium,7,92,88
4697,Бекмурзаев Гулнара,20,male,53,74,69,low,9,85,71
4698,Бекмурзаев Бегимай,20,female,81,99,94,high,8,90,74
4699,Кудайбергенов Кундуз,25,female,67,81,95,low,7,76,63
4700,Кудайбергенов Айжан,18,male,95,90,81,low,8,100,51
4701,Шаршенов Нурлан,19,male,59,90,88,high,8,97,74
4702,Исмаилов Гулнара,18,male,72,84,88,medium,1,96,86
4703,Бекмурзаев Жанат,19,female,71,89,52,low,2,96,100
4704,Токтосунов Нурлан,22,male,51,80,70,low,0,77,73
4705,Асанов Нурлан,23,female,63,65,59,medium,5,83,66
4706,Бекмурзаев Асель,22,female,73,70,95,medium,6,82,95
4707,Кудайбергенов Бакыт,22,male,71,91,89,high,8,60,79
4708,Шаршенов Канат,20,male,100,68,80,medium,2,72,93
4709,Жумабаев Гулнара,22,female,100,99,94,high,7,84,85
4710,Усенов Айгуль,19,female,66,52,65,medium,2,69,63
4711,Жумабаев Назгуль,19,male,51,62,74,high,7,83,95
4712,Асанов Кундуз,18,female,54,74,67,low,9,97,65
4713,Асанов Рустам,22,male,57,95,51,low,10,79,69
4714,Усенов Бегимай,18,male,55,62,64,low,10,78,75
4715,Асанов Рустам,23,male,62,83,54,high,7,70,97
4716,Кудайбергенов Жанара,18,female,66,63,89,high,10,64,84
4717,Исмаилов Нурлан,22,female,71,53,75,medium,5,99,93
4718,Исмаилов Назгуль,23,male,63,56,81,low,0,62,100
4719,Кубатбеков Рустам,18,male,76,72,77,medium,10,96,79
4720,Жумабаев Эльмира,20,female,96,79,95,high,2,96,87
4721,Токтосунов Рустам,19,female,50,64,82,high,4,97,85
4722,Шаршенов Тимур,21,male,60,81,61,high,0,52,54
4723,Исмаилов Айгуль,25,male,59,70,58,low,8,51,62
4724,Исмаилов Эрмек,22,male,91,71,92,low,8,81,67
4725,Токтосунов Эрмек,20,female,51,63,80,low,7,93,78
4726,Жумабаев Асель,18,male,50,98,71,low,5,70,69
4727,Исмаилов Эрмек,24,female,83,64,84,high,6,79,51
4728,Асанов Марат,24,male,63,97,68,high,9,81,67
4729,Кубатбеков Эльмира,22,female,66,54,61,low,5,90,100
4730,Токтосунов Айжан,22,male,55,90,57,medium,5,68,99
4731,Токтосунов Канат,23,female,60,78,79,high,10,54,92
4732,Кудайбергенов Азиз,19,female,51,67,90,low,10,54,95
4733,Токтосунов Асель,20,male,82,89,76,medium,10,100,55
4734,Исмаилов Бакыт,21,male,62,68,95,low,9,52,75
4735,Бекмурзаев Жамиля,23,female,86,59,100,high,9,69,95
4736,Усенов Гулнара,19,female,97,60,56,medium,3,87,57
4737,Кубатбеков Бакыт,20,male,81,78,63,medium,10,73,61
4738,Асанов Рустам,20,male,93,71,57,low,9,57,66
4739,Бекмурзаев Азиз,20,male,69,84,91,medium,10,69,70
4740,Кудайбергенов Тимур,18,male,79,75,86,low,3,58,51
4741,Токтосунов Жамиля,18,male,84,79,81,high,9,60,95
4742,Бекмурзаев Жамиля,18,female,64,67,51,low,9,79,89
4743,Бекмурзаев Жанара,24,female,65,55,93,medium,10,54,52
4744,Бекмурзаев Рустам,20,female,89,53,99,high,8,81,59
4745,Шаршенов Гулнара,24,male,83,70,53,low,2,92,63
4746,Жумабаев Айбек,24,female,56,91,100,high,5,81,90
4747,Кудайбергенов Рустам,21,male,54,68,96,low,4,83,88
4748,Асанов Кундуз,20,female,57,59,63,high,3,67,71
4749,Бекмурзаев Айбек,24,male,65,77,89,high,7,61,98
4750,Асанов Назгуль,25,female,82,76,60,high,0,65,92
4751,Жумабаев Айгуль,24,male,90,64,85,low,6,57,93
4752,Кудайбергенов Айбек,23,female,83,82,97,low,5,82,65
4753,Бекмурзаев Бегимай,19,male,53,93,60,medium,3,77,88
4754,Усенов Гулнара,25,female,90,86,83,low,0,86,50
4755,Сариев Азиз,24,female,59,64,60,high,2,66,52
4756,Сариев Азиз,19,male,50,61,77,low,4,91,95
4757,Кубатбеков Канат,25,female,97,78,55,medium,9,60,69
4758,Токтосунов Бегимай,19,male,72,84,61,low,0,74,95
4759,Усенов Эрмек,23,female,74,94,53,high,3,84,89
4760,Кудайбергенов Айгуль,25,female,91,52,94,medium,5,73,82
4761,Кудайбергенов Кундуз,21,female,62,54,76,high,6,80,71
4762,Шаршенов Асель,18,male,67,85,72,medium,4,76,60
4763,Усенов Жанара,22,female,80,100,64,high,1,85,65
4764,Бекмурзаев Эрмек,22,male,77,95,98,high,6,86,89
4765,Кудайбергенов Марат,25,female,71,57,57,medium,0,56,81
4766,Кубатбеков Айгуль,22,male,92,54,96,high,9,61,82
4767,Сариев Нурлан,18,female,99,93,60,medium,10,87,71
4768,Сариев Назгуль,19,male,77,76,52,high,10,60,53
4769,Шаршенов Кундуз,18,female,76,97,85,medium,8,59,66
4770,Сариев Асель,21,female,58,79,90,high,4,80,77
4771,Шаршенов Канат,24,female,69,69,84,low,9,68,100
4772,Бекмурзаев Тимур,18,male,81,87,57,medium,5,76,64
4773,Кудайбергенов Бакыт,23,female,95,51,62,low,5,88,89
4774,Токтосунов Рустам,18,female,77,87,58,medium,10,63,74
4775,Кудайбергенов Тимур,20,female,60,68,89,low,6,95,79
4776,Усенов Бегимай,19,female,82,97,83,low,6,99,91
4777,Кудайбергенов Канат,18,female,93,68,52,low,3,81,59
4778,Сариев Айбек,24,male,77,58,84,low,0,50,50
4779,Кудайбергенов Асель,25,male,61,79,82,low,9,77,86
4780,Токтосунов Жанара,23,female,54,95,91,low,9,88,99
4781,Шаршенов Назгуль,21,female,75,78,92,high,9,66,100
4782,Усенов Бегимай,20,female,81,58,97,high,10,56,82
4783,Кубатбеков Жанат,20,female,60,94,92,high,9,50,63
4784,Жумабаев Тимур,24,female,96,87,56,medium,8,68,82
4785,Усенов Нурлан,24,male,73,51,63,low,10,76,88
4786,Жумабаев Жанат,22,male,59,93,63,low,0,52,76
4787,Шаршенов Азиз,20,female,76,52,51,medium,2,79,84
4788,Асанов Марат,18,male,78,91,82,medium,8,76,83
4789,Бекмурзаев Асель,24,female,61,92,99,medium,8,93,77
4790,Усенов Жанара,24,male,68,78,87,medium,7,80,80
4791,Жумабаев Тимур,24,female,97,64,91,low,8,89,90
4792,Сариев Жамиля,24,male,77,88,74,high,8,95,87
4793,Бекмурзаев Назгуль,20,female,94,78,86,high,2,53,79
4794,Токтосунов Кундуз,20,male,71,65,89,low,0,51,86
4795,Кубатбеков Жамиля,23,male,57,59,70,medium,3,99,89
4796,Бекмурзаев Азиз,18,female,50,83,92,high,5,53,78
4797,Кудайбергенов Рустам,18,female,88,68,92,low,9,65,100
4798,Жумабаев Нурлан,18,male,73,78,100,medium,10,61,72
4799,Сариев Жанат,19,female,74,51,91,medium,3,66,80
4800,Кудайбергенов Гулнара,20,male,100,74,75,low,1,100,78
4801,Жумабаев Гулнара,24,female,53,92,64,medium,1,68,83
4802,Жумабаев Канат,21,female,86,99,91,low,5,79,92
4803,Кудайбергенов Жанара,20,female,63,83,82,high,6,70,63
4804,Усенов Рустам,22,male,82,91,75,medium,3,77,91
4805,Кубатбеков Бегимай,24,male,76,81,94,high,0,77,69
4806,Токтосунов Эрмек,24,female,79,56,57,low,8,100,59
4807,Токтосунов Жанара,19,female,80,89,92,low,3,54,50
4808,Кудайбергенов Кундуз,20,male,75,74,89,low,10,92,95
4809,Токтосунов Бакыт,21,male,63,98,58,low,1,78,56
4810,Бекмурзаев Бегимай,19,female,70,83,62,low,0,99,54
4811,Кубатбеков Бакыт,22,male,54,71,86,high,7,89,93
4812,Сариев Жамиля,25,female,58,57,64,high,8,75,52
4813,Усенов Айбек,25,female,58,62,89,high,5,92,53
4814,Сариев Жанара,18,female,95,76,57,medium,6,62,90
4815,Исмаилов Эрмек,23,male,63,52,67,medium,0,85,93
4816,Шаршенов Бегимай,20,male,51,81,78,medium,10,93,87
4817,Сариев Марат,24,female,94,84,72,high,9,94,56
4818,Кубатбеков Азиз,22,female,90,74,83,high,5,73,54
4819,Сариев Канат,21,male,65,66,68,low,3,85,53
4820,Кубатбеков Эльмира,24,female,95,99,93,low,2,99,68
